"TIME","GEO","density","gdp","employment"
2011,"TRB24",NA,901.97,NA
2011,"TRC",NA,30665.5,NA
2011,"TRC1",NA,11257.49,NA
2011,"TRC11",NA,8568.72,NA
2011,"TRC12",NA,2213.8,NA
2011,"TRC13",NA,474.97,NA
2011,"TRC2",NA,11515.82,NA
2011,"TRC21",NA,5457.97,NA
2011,"TRC22",NA,6057.85,NA
2011,"TRC3",NA,7892.19,NA
2011,"TRC31",NA,3006.69,NA
2011,"TRC32",NA,2043.73,NA
2011,"TRC33",NA,1578.51,NA
2011,"TRC34",NA,1263.26,NA
2012,"EU27_2020",NA,11388518.48,195477.7
2012,"BE",NA,386174.7,4572.4
2012,"BE1",NA,73165.33,690.8
2012,"BE10",NA,73165.33,690.8
2012,"BE100",NA,73165.33,690.8
2012,"BE2",NA,223425.36,2650
2012,"BE21",NA,73214.58,786.7
2012,"BE211",NA,43774.33,464.9
2012,"BE212",NA,12277.13,138.6
2012,"BE213",NA,17163.12,183.2
2012,"BE22",NA,24132.91,333.5
2012,"BE221",NA,14294.58,192.4
2012,"BE222",NA,5763.16,80.7
2012,"BE223",NA,4075.18,60.4
2012,"BE23",NA,46065.4,573.4
2012,"BE231",NA,6422.77,83.9
2012,"BE232",NA,4775.19,62.8
2012,"BE233",NA,2072.73,28.3
2012,"BE234",NA,21612.42,263.4
2012,"BE235",NA,3736.87,42.7
2012,"BE236",NA,7445.42,92.2
2012,"BE24",NA,41014.57,441.9
2012,"BE241",NA,25291.43,259.8
2012,"BE242",NA,15723.14,182.1
2012,"BE25",NA,38997.91,514.5
2012,"BE251",NA,9815.62,129
2012,"BE252",NA,1208.65,17.2
2012,"BE253",NA,3137.91,43.3
2012,"BE254",NA,10330.41,134.8
2012,"BE255",NA,3993.37,51.6
2012,"BE256",NA,5281.48,73
2012,"BE257",NA,3276.01,41.5
2012,"BE258",NA,1954.44,24.1
2012,"BE3",NA,89316.87,1228.8
2012,"BE31",NA,14535.3,154.2
2012,"BE310",NA,14535.3,154.2
2012,"BE32",NA,29696.97,431.9
2012,"BE321",NA,1612.21,24.4
2012,"BE322",NA,10762.62,151
2012,"BE323",NA,5601.55,78.9
2012,"BE324",NA,2012.3,29.1
2012,"BE325",NA,3489.65,54.6
2012,"BE326",NA,2341.21,37.6
2012,"BE327",NA,3877.43,56.2
2012,"BE33",NA,27373.34,381.6
2012,"BE331",NA,2463.98,33.9
2012,"BE332",NA,16927.99,230.2
2012,"BE334",NA,1244.69,19
2012,"BE335",NA,4831.26,71.3
2012,"BE336",NA,1905.42,27.3
2012,"BE34",NA,5984.85,94
2012,"BE341",NA,1307.03,19.8
2012,"BE342",NA,910.74,14.5
2012,"BE343",NA,1459.67,22.2
2012,"BE344",NA,1452.96,24.3
2012,"BE345",NA,854.45,13.1
2012,"BE35",NA,11726.41,167.2
2012,"BE351",NA,2228.18,33.6
2012,"BE352",NA,8386.16,116.5
2012,"BE353",NA,1112.07,17.2
2012,"BEZ",NA,267.14,2.7
2012,"BEZZ",NA,267.14,2.7
2012,"BEZZZ",NA,267.14,2.7
2012,"BG",NA,42048.58,3436.39
2012,"BG3",NA,16080.72,1560.32
2012,"BG31",NA,2979.98,306.6
2012,"BG311",NA,283.86,32.37
2012,"BG312",NA,469.34,51.43
2012,"BG313",NA,847.3,68.26
2012,"BG314",NA,856.45,99.16
2012,"BG315",NA,523.03,55.39
2012,"BG32",NA,3378.01,360.09
2012,"BG321",NA,973.87,103.22
2012,"BG322",NA,570.36,55.34
2012,"BG323",NA,1022.82,102.83
2012,"BG324",NA,481.23,47.85
2012,"BG325",NA,329.73,50.86
2012,"BG33",NA,4576.41,420.46
2012,"BG331",NA,2785.03,213.97
2012,"BG332",NA,713.3,81.15
2012,"BG333",NA,647.13,76.29
2012,"BG334",NA,430.96,49.04
2012,"BG34",NA,5146.32,473.17
2012,"BG341",NA,2072.76,182.64
2012,"BG342",NA,622.7,71.3
2012,"BG343",NA,484.79,60.39
2012,"BG344",NA,1966.08,158.84
2012,"BG4",NA,25967.86,1876.08
2012,"BG41",NA,19981.74,1215.28
2012,"BG411",NA,16375.73,869.39
2012,"BG412",NA,1545.2,95.38
2012,"BG413",NA,1223.48,158.72
2012,"BG414",NA,403.76,41.59
2012,"BG415",NA,433.58,50.2
2012,"BG42",NA,5986.12,660.8
2012,"BG421",NA,3172.39,318.8
2012,"BG422",NA,792.1,100.4
2012,"BG423",NA,1064.54,114.66
2012,"BG424",NA,468.28,51.54
2012,"BG425",NA,488.81,75.41
2012,"CZ",NA,162587.46,5065
2012,"CZ0",NA,162587.46,5065
2012,"CZ01",NA,42458.38,916
2012,"CZ010",NA,42458.38,916
2012,"CZ02",NA,18016.22,557
2012,"CZ020",NA,18016.22,557
2012,"CZ03",NA,16040.55,575
2012,"CZ031",NA,8179.61,296
2012,"CZ032",NA,7860.94,278
2012,"CZ04",NA,12968.18,480
2012,"CZ041",NA,3223.66,138
2012,"CZ042",NA,9744.52,342
2012,"CZ05",NA,18491.01,675
2012,"CZ051",NA,5164.94,188
2012,"CZ052",NA,7148.83,251
2012,"CZ053",NA,6177.24,236
2012,"CZ06",NA,23630.57,786
2012,"CZ063",NA,6536.37,224
2012,"CZ064",NA,17094.2,563
2012,"CZ07",NA,14988.37,541
2012,"CZ071",NA,7437.48,278
2012,"CZ072",NA,7550.89,262
2012,"CZ08",NA,15994.18,535
2012,"CZ080",NA,15994.18,535
2012,"DK",NA,254577.97,2767
2012,"DK0",NA,245640.2,2760
2012,"DK01",NA,97256.43,979
2012,"DK011",NA,45089.52,464
2012,"DK012",NA,34891.84,316
2012,"DK013",NA,15958.83,182
2012,"DK014",NA,1316.08,17
2012,"DK02",NA,25470.62,317
2012,"DK021",NA,7552.29,96
2012,"DK022",NA,17918.33,221
2012,"DK03",NA,49040.87,563
2012,"DK031",NA,17036.69,211
2012,"DK032",NA,32004.34,352
2012,"DK04",NA,51529.72,626
2012,"DK041",NA,18041.56,218
2012,"DK042",NA,33488.16,407
2012,"DK05",NA,22342.4,275
2012,"DK050",NA,22342.4,275
2012,"DKZ",NA,8937.92,7
2012,"DKZZ",NA,8937.92,7
2012,"DKZZZ",NA,8937.92,7
2012,"DE",NA,2745310,42019
2012,"DE1",NA,414607.96,5888.19
2012,"DE11",NA,175849.17,2261.8
2012,"DE111",NA,46578.77,489.58
2012,"DE112",NA,19618.39,220.68
2012,"DE113",NA,18751.34,263.21
2012,"DE114",NA,7062.86,115.24
2012,"DE115",NA,20418.6,248.18
2012,"DE116",NA,12334.4,191.67
2012,"DE117",NA,5732.58,103.1
2012,"DE118",NA,14353.76,159
2012,"DE119",NA,4467.79,66.38
2012,"DE11A",NA,6557.01,104.19
2012,"DE11B",NA,4440.41,73.74
2012,"DE11C",NA,4252.51,66.49
2012,"DE11D",NA,11280.76,160.36
2012,"DE12",NA,103103.95,1487.9
2012,"DE121",NA,2718.61,41.02
2012,"DE122",NA,16778.26,226.31
2012,"DE123",NA,13838.13,196.54
2012,"DE124",NA,8168.9,112.32
2012,"DE125",NA,7777,115.82
2012,"DE126",NA,16832.77,229.88
2012,"DE127",NA,3942.62,66.21
2012,"DE128",NA,15647.75,221.72
2012,"DE129",NA,4785.38,74.34
2012,"DE12A",NA,3905.49,63.32
2012,"DE12B",NA,4926.63,78.59
2012,"DE12C",NA,3782.4,61.83
2012,"DE13",NA,70820.85,1158.43
2012,"DE131",NA,9707.42,162.92
2012,"DE132",NA,6290.07,110.96
2012,"DE133",NA,4069.91,70.06
2012,"DE134",NA,14266.59,230.69
2012,"DE135",NA,4932.72,75.45
2012,"DE136",NA,6684.08,113.44
2012,"DE137",NA,5464.46,80.04
2012,"DE138",NA,8182,136.14
2012,"DE139",NA,6902.59,104.06
2012,"DE13A",NA,4321,74.66
2012,"DE14",NA,64833.96,980.07
2012,"DE141",NA,9358.5,144.74
2012,"DE142",NA,6169.01,104.29
2012,"DE143",NA,5591.47,90.76
2012,"DE144",NA,7968.02,121.3
2012,"DE145",NA,4838.32,75.87
2012,"DE146",NA,8335.44,105.3
2012,"DE147",NA,8724.41,117.07
2012,"DE148",NA,9895.7,153.91
2012,"DE149",NA,3953.07,66.84
2012,"DE2",NA,496512.13,7015.39
2012,"DE21",NA,216346.92,2581.42
2012,"DE211",NA,13805.27,115.88
2012,"DE212",NA,92113.1,992.1
2012,"DE213",NA,2642.12,45.98
2012,"DE214",NA,4798.7,59.66
2012,"DE215",NA,2740.54,51.61
2012,"DE216",NA,3063.24,54.57
2012,"DE217",NA,3375.68,53.75
2012,"DE218",NA,3469,51.47
2012,"DE219",NA,3299.51,50.87
2012,"DE21A",NA,3513.22,56.07
2012,"DE21B",NA,7384.31,102.83
2012,"DE21C",NA,4528.48,71.83
2012,"DE21D",NA,2150.97,41.98
2012,"DE21E",NA,3239.66,53
2012,"DE21F",NA,2847.45,47.81
2012,"DE21G",NA,3138.93,52.57
2012,"DE21H",NA,31536.91,254.19
2012,"DE21I",NA,2958.82,43.53
2012,"DE21J",NA,4121.22,52.4
2012,"DE21K",NA,6886.91,112.08
2012,"DE21L",NA,4878.59,64.01
2012,"DE21M",NA,5679.78,87.82
2012,"DE21N",NA,4174.53,65.42
2012,"DE22",NA,39145.71,634.05
2012,"DE221",NA,3404.1,54.2
2012,"DE222",NA,2945.53,49.57
2012,"DE223",NA,2049.34,37.78
2012,"DE224",NA,3834.26,67.08
2012,"DE225",NA,1748.43,34.41
2012,"DE226",NA,3158.98,51.81
2012,"DE227",NA,4602.17,62.11
2012,"DE228",NA,4826.06,82.8
2012,"DE229",NA,2021.28,37.32
2012,"DE22A",NA,3324.73,57.56
2012,"DE22B",NA,2172.95,36.13
2012,"DE22C",NA,5057.88,63.28
2012,"DE23",NA,37654.05,591.35
2012,"DE231",NA,2051.12,34.26
2012,"DE232",NA,10853.12,142.29
2012,"DE233",NA,2032.22,39.38
2012,"DE234",NA,2356.04,38.25
2012,"DE235",NA,3726.56,69.91
2012,"DE236",NA,3949.51,62.05
2012,"DE237",NA,2359.3,37.47
2012,"DE238",NA,3868.77,61.81
2012,"DE239",NA,4325.66,72.94
2012,"DE23A",NA,2131.74,32.99
2012,"DE24",NA,33272.79,568.98
2012,"DE241",NA,3800.86,68.08
2012,"DE242",NA,3908.97,65.93
2012,"DE243",NA,3105.89,41.11
2012,"DE244",NA,1885.98,34.53
2012,"DE245",NA,3214.21,51.36
2012,"DE246",NA,1915.81,34.91
2012,"DE247",NA,2021.03,36.28
2012,"DE248",NA,2378.38,40.47
2012,"DE249",NA,2686.74,47.04
2012,"DE24A",NA,1953.9,35.77
2012,"DE24B",NA,2185.5,37.31
2012,"DE24C",NA,2084.41,37.93
2012,"DE24D",NA,2131.12,38.25
2012,"DE25",NA,64204.87,975.69
2012,"DE251",NA,2011.12,35.36
2012,"DE252",NA,8837.59,109.83
2012,"DE253",NA,3585.64,56.08
2012,"DE254",NA,25030.7,368.57
2012,"DE255",NA,1202.95,20.56
2012,"DE256",NA,4792.61,79.86
2012,"DE257",NA,4027.81,58.43
2012,"DE258",NA,2273.35,34.6
2012,"DE259",NA,4560.64,72.13
2012,"DE25A",NA,2339.93,43.97
2012,"DE25B",NA,3105.6,52.86
2012,"DE25C",NA,2436.93,43.45
2012,"DE26",NA,45034.41,703.59
2012,"DE261",NA,4762.72,62.03
2012,"DE262",NA,4709.59,64.37
2012,"DE263",NA,6762.61,114.76
2012,"DE264",NA,4923.42,71.79
2012,"DE265",NA,2756.81,52.59
2012,"DE266",NA,2516.94,41.68
2012,"DE267",NA,2179,39.09
2012,"DE268",NA,2579.36,44.58
2012,"DE269",NA,3703.28,57.69
2012,"DE26A",NA,3944.59,60.98
2012,"DE26B",NA,2415.07,36.13
2012,"DE26C",NA,3781.03,57.9
2012,"DE27",NA,60853.37,960.33
2012,"DE271",NA,12168.26,183.6
2012,"DE272",NA,1417.65,25.3
2012,"DE273",NA,3283.25,51.82
2012,"DE274",NA,2210.34,37.25
2012,"DE275",NA,2967.35,54.46
2012,"DE276",NA,6286.82,97.37
2012,"DE277",NA,2597.57,44.1
2012,"DE278",NA,4721.18,64.85
2012,"DE279",NA,5190.58,81.49
2012,"DE27A",NA,2415,40.77
2012,"DE27B",NA,4131.42,64.38
2012,"DE27C",NA,4121.81,65.39
2012,"DE27D",NA,5423.49,80.86
2012,"DE27E",NA,3918.65,68.71
2012,"DE3",NA,109771.99,1744.89
2012,"DE30",NA,109771.99,1744.89
2012,"DE300",NA,109771.99,1744.89
2012,"DE4",NA,58904.61,1083.85
2012,"DE40",NA,58904.61,1083.85
2012,"DE401",NA,1962.21,38.17
2012,"DE402",NA,2952.62,61.74
2012,"DE403",NA,1971.82,40.53
2012,"DE404",NA,5859.78,110.58
2012,"DE405",NA,3200.37,64.85
2012,"DE406",NA,4873.01,71.95
2012,"DE407",NA,2192.83,44.96
2012,"DE408",NA,2677.1,59.8
2012,"DE409",NA,3327.21,65.79
2012,"DE40A",NA,4455.27,74.24
2012,"DE40B",NA,2509.11,50.09
2012,"DE40C",NA,3646.42,70.98
2012,"DE40D",NA,2207.63,46.41
2012,"DE40E",NA,4051.47,78.04
2012,"DE40F",NA,1769.62,35.48
2012,"DE40G",NA,3854.94,47.33
2012,"DE40H",NA,4449.59,70.97
2012,"DE40I",NA,2943.61,51.95
2012,"DE5",NA,28516.51,415.27
2012,"DE50",NA,28516.51,415.27
2012,"DE501",NA,24916.2,351.44
2012,"DE502",NA,3600.31,63.84
2012,"DE6",NA,97009.22,1178.11
2012,"DE60",NA,97009.22,1178.11
2012,"DE600",NA,97009.22,1178.11
2012,"DE7",NA,237951.13,3256.61
2012,"DE71",NA,170938.06,2126.65
2012,"DE711",NA,9784.05,128.11
2012,"DE712",NA,60896.27,647.31
2012,"DE713",NA,4372.62,64.01
2012,"DE714",NA,14898.73,178.96
2012,"DE715",NA,6842.05,105.46
2012,"DE716",NA,6858.05,104.72
2012,"DE717",NA,9312.32,119.45
2012,"DE718",NA,9413.72,116.77
2012,"DE719",NA,12199.65,171.24
2012,"DE71A",NA,11162.78,116.5
2012,"DE71B",NA,2254.04,38.67
2012,"DE71C",NA,11563.81,155.21
2012,"DE71D",NA,3953.12,62.81
2012,"DE71E",NA,7426.85,117.44
2012,"DE72",NA,29788.44,501.3
2012,"DE721",NA,7959,132.49
2012,"DE722",NA,7556.32,125.99
2012,"DE723",NA,4225.95,74.66
2012,"DE724",NA,7562.48,123.14
2012,"DE725",NA,2484.69,45.03
2012,"DE73",NA,37224.63,628.66
2012,"DE731",NA,8456.12,145.12
2012,"DE732",NA,6946.72,121.09
2012,"DE733",NA,4092.89,62.43
2012,"DE734",NA,5725.2,98.2
2012,"DE735",NA,4843.21,76.47
2012,"DE736",NA,4893.28,82.28
2012,"DE737",NA,2267.2,43.07
2012,"DE8",NA,36420.65,730.37
2012,"DE80",NA,36420.65,730.37
2012,"DE803",NA,5903.79,108.73
2012,"DE804",NA,3116.02,63.04
2012,"DE80J",NA,6223.62,125.02
2012,"DE80K",NA,4451.83,87.44
2012,"DE80L",NA,4618.26,98.6
2012,"DE80M",NA,3061.1,58.17
2012,"DE80N",NA,4753.67,104.33
2012,"DE80O",NA,4292.37,85.05
2012,"DE9",NA,244817,3858.49
2012,"DE91",NA,61477.76,792.31
2012,"DE911",NA,15656.11,155.12
2012,"DE912",NA,4307.66,55.55
2012,"DE913",NA,15473.63,125.01
2012,"DE914",NA,3035.34,55.27
2012,"DE916",NA,3452.61,61.88
2012,"DE917",NA,1689.89,29.57
2012,"DE918",NA,3305.07,59.75
2012,"DE91A",NA,2632.7,44.27
2012,"DE91B",NA,2168.08,36.39
2012,"DE91C",NA,9756.66,169.51
2012,"DE92",NA,70175.31,1073.94
2012,"DE922",NA,5642.52,95.69
2012,"DE923",NA,4557.06,69.88
2012,"DE925",NA,6988.06,123.81
2012,"DE926",NA,1876.45,29.79
2012,"DE927",NA,3174.95,54.11
2012,"DE928",NA,3297.41,61.93
2012,"DE929",NA,44638.87,638.73
2012,"DE93",NA,39512.83,710.72
2012,"DE931",NA,4664.71,78.52
2012,"DE932",NA,3854.69,70.8
2012,"DE933",NA,4907.77,86.76
2012,"DE934",NA,1041.3,20.06
2012,"DE935",NA,4061.74,78.9
2012,"DE936",NA,1927.53,38.64
2012,"DE937",NA,4399.15,80.01
2012,"DE938",NA,3822.61,69.64
2012,"DE939",NA,5048.88,86.53
2012,"DE93A",NA,2172.58,40.85
2012,"DE93B",NA,3611.88,60.01
2012,"DE94",NA,73651.09,1281.53
2012,"DE941",NA,1492.29,30.89
2012,"DE942",NA,2700.18,40.84
2012,"DE943",NA,6516.31,111.22
2012,"DE944",NA,6853.01,121.89
2012,"DE945",NA,2727.19,45.62
2012,"DE946",NA,2962.5,55.56
2012,"DE947",NA,3998.82,79.22
2012,"DE948",NA,4772.06,82.16
2012,"DE949",NA,11213.49,175.22
2012,"DE94A",NA,2144.81,40.97
2012,"DE94B",NA,3725.76,66.63
2012,"DE94C",NA,3737.62,69.06
2012,"DE94D",NA,2551.56,50.53
2012,"DE94E",NA,8942.02,160.11
2012,"DE94F",NA,5241.84,89.15
2012,"DE94G",NA,2808.15,38.45
2012,"DE94H",NA,1263.46,24.01
2012,"DEA",NA,582710.06,8995.91
2012,"DEA1",NA,182687.74,2657.84
2012,"DEA11",NA,41406.6,501.91
2012,"DEA12",NA,16108.47,223.9
2012,"DEA13",NA,22074.37,322.5
2012,"DEA14",NA,7855.63,118.44
2012,"DEA15",NA,7524.77,127.1
2012,"DEA16",NA,5568.02,82.72
2012,"DEA17",NA,5254.29,92.55
2012,"DEA18",NA,3623.42,60.62
2012,"DEA19",NA,4156.35,70.62
2012,"DEA1A",NA,10906.23,164.81
2012,"DEA1B",NA,7440.87,137.37
2012,"DEA1C",NA,16569.06,242.54
2012,"DEA1D",NA,15714.83,193.84
2012,"DEA1E",NA,7221.05,124.97
2012,"DEA1F",NA,11263.79,193.96
2012,"DEA2",NA,154238.55,2255.99
2012,"DEA22",NA,20789.45,235.1
2012,"DEA23",NA,49896.45,702.03
2012,"DEA24",NA,7000.67,80.65
2012,"DEA26",NA,6714.09,115.66
2012,"DEA27",NA,13905.39,190.88
2012,"DEA28",NA,4359.27,78.64
2012,"DEA29",NA,5196.92,97.79
2012,"DEA2A",NA,8263.86,136.16
2012,"DEA2B",NA,6155.03,108.12
2012,"DEA2C",NA,14643.02,225.84
2012,"DEA2D",NA,17314.4,285.13
2012,"DEA3",NA,74530.69,1238.69
2012,"DEA31",NA,2302.94,47.85
2012,"DEA32",NA,7500.09,114.81
2012,"DEA33",NA,14934.64,210.05
2012,"DEA34",NA,11412.48,196.72
2012,"DEA35",NA,5227.17,93.34
2012,"DEA36",NA,13913.88,238.4
2012,"DEA37",NA,11701.32,210.65
2012,"DEA38",NA,7538.19,126.87
2012,"DEA4",NA,64849.37,1059.07
2012,"DEA41",NA,11226.28,192.24
2012,"DEA42",NA,14328,203.58
2012,"DEA43",NA,7129.88,122.84
2012,"DEA44",NA,3418.63,62.92
2012,"DEA45",NA,8989.29,156.94
2012,"DEA46",NA,10655.68,162.61
2012,"DEA47",NA,9101.61,157.95
2012,"DEA5",NA,106403.71,1784.33
2012,"DEA51",NA,10317.71,183.46
2012,"DEA52",NA,18917.12,310.05
2012,"DEA53",NA,5884.87,99.26
2012,"DEA54",NA,4589.88,79.34
2012,"DEA55",NA,3284.76,63.57
2012,"DEA56",NA,8727.11,141.9
2012,"DEA57",NA,7968.03,143.68
2012,"DEA58",NA,13156.53,210.77
2012,"DEA59",NA,4678.82,76.91
2012,"DEA5A",NA,9703.56,153.95
2012,"DEA5B",NA,8961.71,151.11
2012,"DEA5C",NA,10213.62,170.34
2012,"DEB",NA,120490.07,1940.37
2012,"DEB1",NA,41267.31,717.89
2012,"DEB11",NA,6679.92,101.08
2012,"DEB12",NA,2678.07,50.25
2012,"DEB13",NA,2926.7,54.78
2012,"DEB14",NA,4014.02,74.04
2012,"DEB15",NA,1991.01,38.2
2012,"DEB17",NA,5594.03,94.13
2012,"DEB18",NA,4923.57,82.35
2012,"DEB1A",NA,2731.87,48.33
2012,"DEB1B",NA,5362.84,93.64
2012,"DEB1C",NA,1512.53,29.97
2012,"DEB1D",NA,2852.74,51.12
2012,"DEB2",NA,13572.83,255.48
2012,"DEB21",NA,4154.96,77.52
2012,"DEB22",NA,2988.33,56.66
2012,"DEB23",NA,2490.09,42.41
2012,"DEB24",NA,1598.06,30.05
2012,"DEB25",NA,2341.4,48.85
2012,"DEB3",NA,65649.93,967
2012,"DEB31",NA,1502.74,22.61
2012,"DEB32",NA,3910.96,69.42
2012,"DEB33",NA,1578.59,29.22
2012,"DEB34",NA,12402.97,119.26
2012,"DEB35",NA,10928.79,150.79
2012,"DEB36",NA,1427.65,27.3
2012,"DEB37",NA,1367.48,27.74
2012,"DEB38",NA,2148.63,36.81
2012,"DEB39",NA,2808.11,42.3
2012,"DEB3A",NA,1282.31,22.79
2012,"DEB3B",NA,2835.39,46.09
2012,"DEB3C",NA,2546.74,46.36
2012,"DEB3D",NA,1734.93,29.75
2012,"DEB3E",NA,3956.02,57.63
2012,"DEB3F",NA,1809.05,33.17
2012,"DEB3G",NA,1110.31,21.52
2012,"DEB3H",NA,2429.16,43.26
2012,"DEB3I",NA,2430.47,42.93
2012,"DEB3J",NA,6084.54,73.11
2012,"DEB3K",NA,1355.09,24.95
2012,"DEC",NA,32017.61,525.62
2012,"DEC0",NA,32017.61,525.62
2012,"DEC01",NA,13159.65,211.67
2012,"DEC02",NA,2473.53,43.6
2012,"DEC03",NA,3067.46,54.99
2012,"DEC04",NA,5908.35,96.07
2012,"DEC05",NA,5258.23,82.85
2012,"DEC06",NA,2150.37,36.44
2012,"DED",NA,101329.88,1991.13
2012,"DED2",NA,39808.12,777.94
2012,"DED21",NA,16894.86,311.57
2012,"DED2C",NA,6634.89,142.89
2012,"DED2D",NA,5860.73,113.33
2012,"DED2E",NA,5780.52,110.7
2012,"DED2F",NA,4637.12,99.45
2012,"DED4",NA,34866.16,709.23
2012,"DED41",NA,7448.54,145.76
2012,"DED42",NA,6900.92,152.56
2012,"DED43",NA,7339.82,144.39
2012,"DED44",NA,5058.61,106.34
2012,"DED45",NA,8118.27,160.18
2012,"DED5",NA,26655.58,503.96
2012,"DED51",NA,16674.44,311.32
2012,"DED52",NA,5471.48,99.34
2012,"DED53",NA,4509.66,93.31
2012,"DEE",NA,54120.08,1016.86
2012,"DEE0",NA,54120.08,1016.86
2012,"DEE01",NA,2241.79,44.77
2012,"DEE02",NA,6343.33,124.88
2012,"DEE03",NA,7200.18,136.69
2012,"DEE04",NA,1918.95,37.6
2012,"DEE05",NA,3834.28,73.21
2012,"DEE06",NA,1998.57,38.66
2012,"DEE07",NA,4336.09,71.59
2012,"DEE08",NA,4207.33,73.07
2012,"DEE09",NA,4413.86,93.19
2012,"DEE0A",NA,2565.98,53.98
2012,"DEE0B",NA,5515.68,85.16
2012,"DEE0C",NA,4260.95,82.67
2012,"DEE0D",NA,2453.01,48.19
2012,"DEE0E",NA,2830.09,53.21
2012,"DEF",NA,78768.27,1328.2
2012,"DEF0",NA,78768.27,1328.2
2012,"DEF01",NA,3124.75,56.19
2012,"DEF02",NA,9655.29,161.34
2012,"DEF03",NA,7828.71,125.89
2012,"DEF04",NA,2643.34,47.83
2012,"DEF05",NA,3542.58,56.89
2012,"DEF06",NA,3767.5,66.8
2012,"DEF07",NA,4950.28,87.7
2012,"DEF08",NA,4355.62,86.05
2012,"DEF09",NA,7938.12,125.27
2012,"DEF0A",NA,2251.23,42.14
2012,"DEF0B",NA,7064.88,113.69
2012,"DEF0C",NA,4222.8,79.16
2012,"DEF0D",NA,6860.72,116.9
2012,"DEF0E",NA,3631.3,55.8
2012,"DEF0F",NA,6931.16,106.55
2012,"DEG",NA,51362.82,1049.73
2012,"DEG0",NA,51362.82,1049.73
2012,"DEG01",NA,7179.14,139.93
2012,"DEG02",NA,2310.88,51.87
2012,"DEG03",NA,3716.68,66.93
2012,"DEG04",NA,1064.51,22.71
2012,"DEG05",NA,1705.79,34.78
2012,"DEG06",NA,2151.62,45.72
2012,"DEG07",NA,1854.81,38.75
2012,"DEG09",NA,2099.24,46.1
2012,"DEG0A",NA,1404.13,30.03
2012,"DEG0B",NA,2865.39,59.52
2012,"DEG0C",NA,3155.63,62.84
2012,"DEG0D",NA,1404.09,28.42
2012,"DEG0E",NA,1241.05,26.31
2012,"DEG0F",NA,2399.47,50.76
2012,"DEG0G",NA,1654,32.99
2012,"DEG0H",NA,1311.16,27.93
2012,"DEG0I",NA,2444.74,49.13
2012,"DEG0J",NA,1735.85,35.71
2012,"DEG0K",NA,1955.87,40.74
2012,"DEG0L",NA,1852.48,39.65
2012,"DEG0M",NA,1689.74,37.41
2012,"DEG0N",NA,1267.44,28.11
2012,"DEG0P",NA,2899.15,53.39
2012,"EE",NA,18050.74,593.5
2012,"EE0",NA,18050.74,593.5
2012,"EE00",NA,18050.74,593.5
2012,"EE001",NA,11366.39,300.4
2012,"EE004",NA,1344.21,59.2
2012,"EE006",NA,1049.51,50.2
2012,"EE007",NA,1309.11,58
2012,"EE008",NA,2981.52,125.7
2012,"IE",NA,175103.9,1831.82
2012,"IE0",NA,175103.9,1831.82
2012,"IE04",NA,22089.37,298.41
2012,"IE041",NA,8163.38,128.6
2012,"IE042",NA,13926,169.81
2012,"IE05",NA,58072.65,599.27
2012,"IE051",NA,15335.18,175.57
2012,"IE052",NA,10033.85,145.08
2012,"IE053",NA,32703.62,278.62
2012,"IE06",NA,94941.85,934.14
2012,"IE061",NA,73043.3,628.15
2012,"IE062",NA,16111.31,211.12
2012,"IE063",NA,5787.24,94.87
2012,"EL",NA,188388.7,4325.83
2012,"EL3",NA,90151.7,1636.04
2012,"EL30",NA,90151.7,1636.04
2012,"EL301",NA,16202.33,267.74
2012,"EL302",NA,5956.73,123.89
2012,"EL303",NA,32079.48,584.61
2012,"EL304",NA,10506.1,180.5
2012,"EL305",NA,10834.03,199.15
2012,"EL306",NA,4414.82,83.48
2012,"EL307",NA,10158.2,196.67
2012,"EL4",NA,17505.71,476.09
2012,"EL41",NA,2693.12,72.17
2012,"EL411",NA,1370.51,37.06
2012,"EL412",NA,586.56,15.28
2012,"EL413",NA,736.05,19.83
2012,"EL42",NA,6080.33,142.85
2012,"EL421",NA,3483.86,90.32
2012,"EL422",NA,2596.47,52.52
2012,"EL43",NA,8732.26,261.07
2012,"EL431",NA,4231.75,129.35
2012,"EL432",NA,1090.89,33.07
2012,"EL433",NA,1148.88,34.62
2012,"EL434",NA,2260.75,64.03
2012,"EL5",NA,42448.92,1143.99
2012,"EL51",NA,7472.44,226.98
2012,"EL511",NA,1968.16,51.09
2012,"EL512",NA,1237.86,44.34
2012,"EL513",NA,1249.32,52.47
2012,"EL514",NA,1050.24,27.54
2012,"EL515",NA,1966.85,51.54
2012,"EL52",NA,25476.83,692.08
2012,"EL521",NA,1745.95,53.3
2012,"EL522",NA,16229.41,429.24
2012,"EL523",NA,943.91,27.22
2012,"EL524",NA,1719.89,58.13
2012,"EL525",NA,1510.15,45.92
2012,"EL526",NA,1780.7,48.97
2012,"EL527",NA,1546.82,29.31
2012,"EL53",NA,5345.51,96.6
2012,"EL531",NA,3720.58,59.22
2012,"EL532",NA,571.21,20.06
2012,"EL533",NA,1053.72,17.32
2012,"EL54",NA,4154.15,128.32
2012,"EL541",NA,1504.32,51.75
2012,"EL542",NA,602.3,16.12
2012,"EL543",NA,2047.53,60.45
2012,"EL6",NA,38282.38,1069.72
2012,"EL61",NA,9298.35,292.03
2012,"EL611",NA,2596.95,100.78
2012,"EL612",NA,4017,121.28
2012,"EL613",NA,2684.4,69.98
2012,"EL62",NA,3209.06,89.54
