"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2015","DE403","PER_KM2","391.0",""
"2015","DE404","PER_KM2","882.4",""
"2015","DE405","PER_KM2","119.1",""
"2015","DE406","PER_KM2","71.8",""
"2015","DE407","PER_KM2","55.2",""
"2015","DE408","PER_KM2","90.8",""
"2015","DE409","PER_KM2","87.8",""
"2015","DE40A","PER_KM2","114.1",""
"2015","DE40B","PER_KM2","92.1",""
"2015","DE40C","PER_KM2","79.8",""
"2015","DE40D","PER_KM2","39.2",""
"2015","DE40E","PER_KM2","80.7",""
"2015","DE40F","PER_KM2","36.3",""
"2015","DE40G","PER_KM2","71.1",""
"2015","DE40H","PER_KM2","77.2",""
"2015","DE40I","PER_KM2","39.3",""
"2015","DE5","PER_KM2","1,587.4",""
"2015","DE50","PER_KM2","1,587.4",""
"2015","DE501","PER_KM2","1,701.3",""
"2015","DE502","PER_KM2","1,192.3",""
"2015","DE6","PER_KM2","2,351.1",""
"2015","DE60","PER_KM2","2,351.1",""
"2015","DE600","PER_KM2","2,351.1",""
"2015","DE7","PER_KM2","290.6",""
"2015","DE71","PER_KM2","522.9",""
"2015","DE711","PER_KM2","1,259.1",""
"2015","DE712","PER_KM2","2,924.0",""
"2015","DE713","PER_KM2","2,719.1",""
"2015","DE714","PER_KM2","1,351.3",""
"2015","DE715","PER_KM2","368.6",""
"2015","DE716","PER_KM2","440.6",""
"2015","DE717","PER_KM2","581.5",""
"2015","DE718","PER_KM2","481.6",""
"2015","DE719","PER_KM2","293.1",""
"2015","DE71A","PER_KM2","1,042.4",""
"2015","DE71B","PER_KM2","154.7",""
"2015","DE71C","PER_KM2","967.7",""
"2015","DE71D","PER_KM2","225.8",""
"2015","DE71E","PER_KM2","272.2",""
"2015","DE72","PER_KM2","192.2",""
"2015","DE721","PER_KM2","305.5",""
"2015","DE722","PER_KM2","236.5",""
"2015","DE723","PER_KM2","231.9",""
"2015","DE724","PER_KM2","192.7",""
"2015","DE725","PER_KM2","73.0",""
"2015","DE73","PER_KM2","145.7",""
"2015","DE731","PER_KM2","1,835.2",""
"2015","DE732","PER_KM2","158.5",""
"2015","DE733","PER_KM2","109.6",""
"2015","DE734","PER_KM2","181.5",""
"2015","DE735","PER_KM2","117.0",""
"2015","DE736","PER_KM2","85.0",""
"2015","DE737","PER_KM2","98.0",""
"2015","DE8","PER_KM2","68.9",""
"2015","DE80","PER_KM2","68.9",""
"2015","DE803","PER_KM2","1,133.1",""
"2015","DE804","PER_KM2","721.1",""
"2015","DE80J","PER_KM2","47.9",""
"2015","DE80K","PER_KM2","62.0",""
"2015","DE80L","PER_KM2","69.9",""
"2015","DE80M","PER_KM2","73.5",""
"2015","DE80N","PER_KM2","60.6",""
"2015","DE80O","PER_KM2","44.9",""
"2015","DE9","PER_KM2","165.1",""
"2015","DE91","PER_KM2","195.8",""
"2015","DE911","PER_KM2","1,295.0",""
"2015","DE912","PER_KM2","446.5",""
"2015","DE913","PER_KM2","602.6",""
"2015","DE914","PER_KM2","110.6",""
"2015","DE916","PER_KM2","142.4",""
"2015","DE917","PER_KM2","134.9",""
"2015","DE918","PER_KM2","105.9",""
"2015","DE91A","PER_KM2","244.8",""
"2015","DE91B","PER_KM2","166.4",""
"2015","DE91C","PER_KM2","186.4",""
"2015","DE92","PER_KM2","233.9",""
"2015","DE922","PER_KM2","106.7",""
"2015","DE923","PER_KM2","185.5",""
"2015","DE925","PER_KM2","228.3",""
"2015","DE926","PER_KM2","103.1",""
"2015","DE927","PER_KM2","85.7",""
"2015","DE928","PER_KM2","230.8",""
"2015","DE929","PER_KM2","494.7",""
"2015","DE93","PER_KM2","108.7",""
"2015","DE931","PER_KM2","114.2",""
"2015","DE932","PER_KM2","95.9",""
"2015","DE933","PER_KM2","197.5",""
"2015","DE934","PER_KM2","40.3",""
"2015","DE935","PER_KM2","135.1",""
"2015","DE936","PER_KM2","172.3",""
"2015","DE937","PER_KM2","78.3",""
"2015","DE938","PER_KM2","73.5",""
"2015","DE939","PER_KM2","156.9",""
"2015","DE93A","PER_KM2","63.5",""
"2015","DE93B","PER_KM2","169.7",""
"2015","DE94","PER_KM2","165.4",""
"2015","DE941","PER_KM2","1,218.8",""
"2015","DE942","PER_KM2","449.6",""
"2015","DE943","PER_KM2","1,576.4",""
"2015","DE944","PER_KM2","1,330.4",""
"2015","DE945","PER_KM2","708.1",""
"2015","DE946","PER_KM2","165.1",""
"2015","DE947","PER_KM2","146.5",""
"2015","DE948","PER_KM2","115.2",""
"2015","DE949","PER_KM2","110.1",""
"2015","DE94A","PER_KM2","159.7",""
"2015","DE94B","PER_KM2","137.5",""
"2015","DE94C","PER_KM2","153.5",""
"2015","DE94D","PER_KM2","119.9",""
"2015","DE94E","PER_KM2","167.2",""
"2015","DE94F","PER_KM2","168.3",""
"2015","DE94G","PER_KM2","107.9",""
"2015","DE94H","PER_KM2","86.5",""
"2015","DEA","PER_KM2","520.4",""
"2015","DEA1","PER_KM2","971.6",""
"2015","DEA11","PER_KM2","2,803.5",""
"2015","DEA12","PER_KM2","2,095.9",""
"2015","DEA13","PER_KM2","2,753.4",""
"2015","DEA14","PER_KM2","1,621.9",""
"2015","DEA15","PER_KM2","1,520.1",""
"2015","DEA16","PER_KM2","1,848.3",""
"2015","DEA17","PER_KM2","2,728.7",""
"2015","DEA18","PER_KM2","1,456.7",""
"2015","DEA19","PER_KM2","1,752.8",""
"2015","DEA1A","PER_KM2","2,069.9",""
"2015","DEA1B","PER_KM2","249.5",""
"2015","DEA1C","PER_KM2","1,180.6",""
"2015","DEA1D","PER_KM2","774.8",""
"2015","DEA1E","PER_KM2","526.4",""
"2015","DEA1F","PER_KM2","441.0",""
"2015","DEA2","PER_KM2","596.3",""
"2015","DEA22","PER_KM2","2,243.9",""
"2015","DEA23","PER_KM2","2,601.6",""
"2015","DEA24","PER_KM2","2,057.1",""
"2015","DEA26","PER_KM2","277.0",""
"2015","DEA27","PER_KM2","656.8",""
"2015","DEA28","PER_KM2","151.9",""
"2015","DEA29","PER_KM2","399.6",""
"2015","DEA2A","PER_KM2","296.0",""
"2015","DEA2B","PER_KM2","643.3",""
"2015","DEA2C","PER_KM2","512.6",""
"2015","DEA2D","PER_KM2","779.1",""
"2015","DEA3","PER_KM2","375.5",""
"2015","DEA31","PER_KM2","1,154.3",""
"2015","DEA32","PER_KM2","2,466.8",""
"2015","DEA33","PER_KM2","1,010.3",""
"2015","DEA34","PER_KM2","258.6",""
"2015","DEA35","PER_KM2","195.3",""
"2015","DEA36","PER_KM2","808.7",""
"2015","DEA37","PER_KM2","245.1",""
"2015","DEA38","PER_KM2","208.8",""
"2015","DEA4","PER_KM2","313.3",""
"2015","DEA41","PER_KM2","1,279.7",""
"2015","DEA42","PER_KM2","369.0",""
"2015","DEA43","PER_KM2","557.0",""
"2015","DEA44","PER_KM2","119.4",""
"2015","DEA45","PER_KM2","279.2",""
"2015","DEA46","PER_KM2","270.1",""
"2015","DEA47","PER_KM2","241.9",""
"2015","DEA5","PER_KM2","446.5",""
"2015","DEA51","PER_KM2","2,488.4",""
"2015","DEA52","PER_KM2","2,076.0",""
"2015","DEA53","PER_KM2","1,174.3",""
"2015","DEA54","PER_KM2","787.6",""
"2015","DEA55","PER_KM2","3,043.7",""
"2015","DEA56","PER_KM2","791.3",""
"2015","DEA57","PER_KM2","134.0",""
"2015","DEA58","PER_KM2","391.1",""
"2015","DEA59","PER_KM2","190.4",""
"2015","DEA5A","PER_KM2","245.7",""
