"TIME","GEO","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2011","DE27","THS","EMP","TOTAL","943",""
"2011","DE271","THS","EMP","TOTAL","180.17",""
"2011","DE272","THS","EMP","TOTAL","25.07",""
"2011","DE273","THS","EMP","TOTAL","50.77",""
"2011","DE274","THS","EMP","TOTAL","36.3",""
"2011","DE275","THS","EMP","TOTAL","53.4",""
"2011","DE276","THS","EMP","TOTAL","93.4",""
"2011","DE277","THS","EMP","TOTAL","43.5",""
"2011","DE278","THS","EMP","TOTAL","64.07",""
"2011","DE279","THS","EMP","TOTAL","80.37",""
"2011","DE27A","THS","EMP","TOTAL","39.89",""
"2011","DE27B","THS","EMP","TOTAL","62.85",""
"2011","DE27C","THS","EMP","TOTAL","65.02",""
"2011","DE27D","THS","EMP","TOTAL","80.04",""
"2011","DE27E","THS","EMP","TOTAL","68.15",""
"2011","DE3","THS","EMP","TOTAL","1,707.11",""
"2011","DE30","THS","EMP","TOTAL","1,707.11",""
"2011","DE300","THS","EMP","TOTAL","1,707.11",""
"2011","DE4","THS","EMP","TOTAL","1,081.55",""
"2011","DE40","THS","EMP","TOTAL","1,081.55",""
"2011","DE401","THS","EMP","TOTAL","38.15",""
"2011","DE402","THS","EMP","TOTAL","63.5",""
"2011","DE403","THS","EMP","TOTAL","41.73",""
"2011","DE404","THS","EMP","TOTAL","109.07",""
"2011","DE405","THS","EMP","TOTAL","64.56",""
"2011","DE406","THS","EMP","TOTAL","70.14",""
"2011","DE407","THS","EMP","TOTAL","45.63",""
"2011","DE408","THS","EMP","TOTAL","59.27",""
"2011","DE409","THS","EMP","TOTAL","66.04",""
"2011","DE40A","THS","EMP","TOTAL","73.35",""
"2011","DE40B","THS","EMP","TOTAL","49.52",""
"2011","DE40C","THS","EMP","TOTAL","72.05",""
"2011","DE40D","THS","EMP","TOTAL","46.16",""
"2011","DE40E","THS","EMP","TOTAL","77.97",""
"2011","DE40F","THS","EMP","TOTAL","35.79",""
"2011","DE40G","THS","EMP","TOTAL","47.04",""
"2011","DE40H","THS","EMP","TOTAL","69.2",""
"2011","DE40I","THS","EMP","TOTAL","52.41",""
"2011","DE5","THS","EMP","TOTAL","409.09",""
"2011","DE50","THS","EMP","TOTAL","409.09",""
"2011","DE501","THS","EMP","TOTAL","345.81",""
"2011","DE502","THS","EMP","TOTAL","63.28",""
"2011","DE6","THS","EMP","TOTAL","1,156.8",""
"2011","DE60","THS","EMP","TOTAL","1,156.8",""
"2011","DE600","THS","EMP","TOTAL","1,156.8",""
"2011","DE7","THS","EMP","TOTAL","3,219.55",""
"2011","DE71","THS","EMP","TOTAL","2,102",""
"2011","DE711","THS","EMP","TOTAL","126.25",""
"2011","DE712","THS","EMP","TOTAL","638",""
"2011","DE713","THS","EMP","TOTAL","64.89",""
"2011","DE714","THS","EMP","TOTAL","177.82",""
"2011","DE715","THS","EMP","TOTAL","104.48",""
"2011","DE716","THS","EMP","TOTAL","102.45",""
"2011","DE717","THS","EMP","TOTAL","119",""
"2011","DE718","THS","EMP","TOTAL","114.91",""
"2011","DE719","THS","EMP","TOTAL","169.53",""
"2011","DE71A","THS","EMP","TOTAL","113.08",""
"2011","DE71B","THS","EMP","TOTAL","38.47",""
"2011","DE71C","THS","EMP","TOTAL","153",""
"2011","DE71D","THS","EMP","TOTAL","62.64",""
"2011","DE71E","THS","EMP","TOTAL","117.48",""
"2011","DE72","THS","EMP","TOTAL","495.41",""
"2011","DE721","THS","EMP","TOTAL","130.31",""
"2011","DE722","THS","EMP","TOTAL","124.17",""
"2011","DE723","THS","EMP","TOTAL","74.37",""
"2011","DE724","THS","EMP","TOTAL","121.77",""
"2011","DE725","THS","EMP","TOTAL","44.79",""
"2011","DE73","THS","EMP","TOTAL","622.14",""
"2011","DE731","THS","EMP","TOTAL","143.04",""
"2011","DE732","THS","EMP","TOTAL","119.23",""
"2011","DE733","THS","EMP","TOTAL","62.17",""
"2011","DE734","THS","EMP","TOTAL","97.03",""
"2011","DE735","THS","EMP","TOTAL","76.89",""
"2011","DE736","THS","EMP","TOTAL","81.16",""
"2011","DE737","THS","EMP","TOTAL","42.62",""
"2011","DE8","THS","EMP","TOTAL","737.38",""
"2011","DE80","THS","EMP","TOTAL","737.38",""
"2011","DE803","THS","EMP","TOTAL","107.11",""
"2011","DE804","THS","EMP","TOTAL","64.43",""
"2011","DE80J","THS","EMP","TOTAL","126.67",""
"2011","DE80K","THS","EMP","TOTAL","87.59",""
"2011","DE80L","THS","EMP","TOTAL","100.52",""
"2011","DE80M","THS","EMP","TOTAL","58.8",""
"2011","DE80N","THS","EMP","TOTAL","106.04",""
"2011","DE80O","THS","EMP","TOTAL","86.22",""
"2011","DE9","THS","EMP","TOTAL","3,803.02",""
"2011","DE91","THS","EMP","TOTAL","778.15",""
"2011","DE911","THS","EMP","TOTAL","152.03",""
"2011","DE912","THS","EMP","TOTAL","55.06",""
"2011","DE913","THS","EMP","TOTAL","116.87",""
"2011","DE914","THS","EMP","TOTAL","54.13",""
"2011","DE916","THS","EMP","TOTAL","61.97",""
"2011","DE917","THS","EMP","TOTAL","29.23",""
"2011","DE918","THS","EMP","TOTAL","60.25",""
"2011","DE91A","THS","EMP","TOTAL","44.14",""
"2011","DE91B","THS","EMP","TOTAL","36.21",""
"2011","DE91C","THS","EMP","TOTAL","168.25",""
"2011","DE92","THS","EMP","TOTAL","1,065.11",""
"2011","DE922","THS","EMP","TOTAL","93.93",""
"2011","DE923","THS","EMP","TOTAL","70.02",""
"2011","DE925","THS","EMP","TOTAL","122.67",""
"2011","DE926","THS","EMP","TOTAL","30.35",""
"2011","DE927","THS","EMP","TOTAL","52.89",""
"2011","DE928","THS","EMP","TOTAL","61.55",""
"2011","DE929","THS","EMP","TOTAL","633.71",""
"2011","DE93","THS","EMP","TOTAL","702.05",""
"2011","DE931","THS","EMP","TOTAL","76.83",""
"2011","DE932","THS","EMP","TOTAL","69.87",""
"2011","DE933","THS","EMP","TOTAL","85.87",""
"2011","DE934","THS","EMP","TOTAL","20.38",""
"2011","DE935","THS","EMP","TOTAL","78.27",""
"2011","DE936","THS","EMP","TOTAL","38.43",""
"2011","DE937","THS","EMP","TOTAL","78.43",""
"2011","DE938","THS","EMP","TOTAL","68.46",""
"2011","DE939","THS","EMP","TOTAL","85.6",""
"2011","DE93A","THS","EMP","TOTAL","39.95",""
"2011","DE93B","THS","EMP","TOTAL","59.96",""
"2011","DE94","THS","EMP","TOTAL","1,257.71",""
"2011","DE941","THS","EMP","TOTAL","30.8",""
"2011","DE942","THS","EMP","TOTAL","39.08",""
"2011","DE943","THS","EMP","TOTAL","110.06",""
"2011","DE944","THS","EMP","TOTAL","119.23",""
"2011","DE945","THS","EMP","TOTAL","45.08",""
"2011","DE946","THS","EMP","TOTAL","54.99",""
"2011","DE947","THS","EMP","TOTAL","77.91",""
"2011","DE948","THS","EMP","TOTAL","79.14",""
"2011","DE949","THS","EMP","TOTAL","169.98",""
"2011","DE94A","THS","EMP","TOTAL","40.88",""
"2011","DE94B","THS","EMP","TOTAL","65.76",""
"2011","DE94C","THS","EMP","TOTAL","68.48",""
"2011","DE94D","THS","EMP","TOTAL","49.99",""
"2011","DE94E","THS","EMP","TOTAL","157.63",""
"2011","DE94F","THS","EMP","TOTAL","86.69",""
"2011","DE94G","THS","EMP","TOTAL","38",""
"2011","DE94H","THS","EMP","TOTAL","24.03",""
"2011","DEA","THS","EMP","TOTAL","8,908.59",""
"2011","DEA1","THS","EMP","TOTAL","2,638.12",""
"2011","DEA11","THS","EMP","TOTAL","497.42",""
"2011","DEA12","THS","EMP","TOTAL","221.72",""
"2011","DEA13","THS","EMP","TOTAL","320.56",""
"2011","DEA14","THS","EMP","TOTAL","117.87",""
"2011","DEA15","THS","EMP","TOTAL","126.03",""
"2011","DEA16","THS","EMP","TOTAL","81.57",""
"2011","DEA17","THS","EMP","TOTAL","91.7",""
"2011","DEA18","THS","EMP","TOTAL","59.75",""
"2011","DEA19","THS","EMP","TOTAL","70.24",""
"2011","DEA1A","THS","EMP","TOTAL","165.09",""
"2011","DEA1B","THS","EMP","TOTAL","135.58",""
"2011","DEA1C","THS","EMP","TOTAL","240.98",""
"2011","DEA1D","THS","EMP","TOTAL","192.92",""
"2011","DEA1E","THS","EMP","TOTAL","125.89",""
"2011","DEA1F","THS","EMP","TOTAL","190.8",""
"2011","DEA2","THS","EMP","TOTAL","2,227.28",""
"2011","DEA22","THS","EMP","TOTAL","233.29",""
"2011","DEA23","THS","EMP","TOTAL","690.88",""
"2011","DEA24","THS","EMP","TOTAL","80.42",""
"2011","DEA26","THS","EMP","TOTAL","113.11",""
"2011","DEA27","THS","EMP","TOTAL","187.81",""
"2011","DEA28","THS","EMP","TOTAL","78.87",""
"2011","DEA29","THS","EMP","TOTAL","95.87",""
"2011","DEA2A","THS","EMP","TOTAL","133.74",""
"2011","DEA2B","THS","EMP","TOTAL","107.27",""
"2011","DEA2C","THS","EMP","TOTAL","223.42",""
"2011","DEA2D","THS","EMP","TOTAL","282.62",""
"2011","DEA3","THS","EMP","TOTAL","1,224.44",""
"2011","DEA31","THS","EMP","TOTAL","47.83",""
"2011","DEA32","THS","EMP","TOTAL","114.41",""
"2011","DEA33","THS","EMP","TOTAL","206.78",""
"2011","DEA34","THS","EMP","TOTAL","192.23",""
"2011","DEA35","THS","EMP","TOTAL","92.42",""
"2011","DEA36","THS","EMP","TOTAL","237.55",""
"2011","DEA37","THS","EMP","TOTAL","207.82",""
"2011","DEA38","THS","EMP","TOTAL","125.41",""
"2011","DEA4","THS","EMP","TOTAL","1,044.78",""
"2011","DEA41","THS","EMP","TOTAL","189.39",""
"2011","DEA42","THS","EMP","TOTAL","198.82",""
"2011","DEA43","THS","EMP","TOTAL","120.71",""
"2011","DEA44","THS","EMP","TOTAL","62.71",""
"2011","DEA45","THS","EMP","TOTAL","155.44",""
"2011","DEA46","THS","EMP","TOTAL","162.29",""
"2011","DEA47","THS","EMP","TOTAL","155.44",""
"2011","DEA5","THS","EMP","TOTAL","1,773.97",""
"2011","DEA51","THS","EMP","TOTAL","181.72",""
"2011","DEA52","THS","EMP","TOTAL","308.58",""
"2011","DEA53","THS","EMP","TOTAL","100.03",""
"2011","DEA54","THS","EMP","TOTAL","78.88",""
"2011","DEA55","THS","EMP","TOTAL","64.21",""
"2011","DEA56","THS","EMP","TOTAL","142.47",""
"2011","DEA57","THS","EMP","TOTAL","142.55",""
"2011","DEA58","THS","EMP","TOTAL","209.74",""
"2011","DEA59","THS","EMP","TOTAL","75.83",""
"2011","DEA5A","THS","EMP","TOTAL","152.43",""
"2011","DEA5B","THS","EMP","TOTAL","148.31",""
"2011","DEA5C","THS","EMP","TOTAL","169.23",""
"2011","DEB","THS","EMP","TOTAL","1,924.97",""
"2011","DEB1","THS","EMP","TOTAL","714.91",""
"2011","DEB11","THS","EMP","TOTAL","100.54",""
"2011","DEB12","THS","EMP","TOTAL","50.04",""
"2011","DEB13","THS","EMP","TOTAL","54.59",""
"2011","DEB14","THS","EMP","TOTAL","73.88",""
"2011","DEB15","THS","EMP","TOTAL","38.75",""
"2011","DEB17","THS","EMP","TOTAL","94.1",""
"2011","DEB18","THS","EMP","TOTAL","81.78",""
"2011","DEB1A","THS","EMP","TOTAL","47.77",""
"2011","DEB1B","THS","EMP","TOTAL","92.89",""
"2011","DEB1C","THS","EMP","TOTAL","29.97",""
"2011","DEB1D","THS","EMP","TOTAL","50.61",""
"2011","DEB2","THS","EMP","TOTAL","255.58",""
"2011","DEB21","THS","EMP","TOTAL","78.8",""
"2011","DEB22","THS","EMP","TOTAL","56.63",""
"2011","DEB23","THS","EMP","TOTAL","42.04",""
"2011","DEB24","THS","EMP","TOTAL","29.81",""
"2011","DEB25","THS","EMP","TOTAL","48.3",""
"2011","DEB3","THS","EMP","TOTAL","954.47",""
"2011","DEB31","THS","EMP","TOTAL","22.57",""
"2011","DEB32","THS","EMP","TOTAL","69.29",""
"2011","DEB33","THS","EMP","TOTAL","29.02",""
"2011","DEB34","THS","EMP","TOTAL","116.63",""
"2011","DEB35","THS","EMP","TOTAL","149.14",""
"2011","DEB36","THS","EMP","TOTAL","27.14",""
"2011","DEB37","THS","EMP","TOTAL","27.41",""
"2011","DEB38","THS","EMP","TOTAL","36.37",""
"2011","DEB39","THS","EMP","TOTAL","42.01",""
"2011","DEB3A","THS","EMP","TOTAL","22.83",""
"2011","DEB3B","THS","EMP","TOTAL","45.18",""
"2011","DEB3C","THS","EMP","TOTAL","46.26",""
"2011","DEB3D","THS","EMP","TOTAL","29.4",""
"2011","DEB3E","THS","EMP","TOTAL","56.06",""
"2011","DEB3F","THS","EMP","TOTAL","32.67",""
"2011","DEB3G","THS","EMP","TOTAL","21.97",""
"2011","DEB3H","THS","EMP","TOTAL","42.22",""
"2011","DEB3I","THS","EMP","TOTAL","42.05",""
"2011","DEB3J","THS","EMP","TOTAL","71.49",""
"2011","DEB3K","THS","EMP","TOTAL","24.77",""
"2011","DEC","THS","EMP","TOTAL","525.14",""
"2011","DEC0","THS","EMP","TOTAL","525.14",""
"2011","DEC01","THS","EMP","TOTAL","212.13",""
"2011","DEC02","THS","EMP","TOTAL","42.42",""
"2011","DEC03","THS","EMP","TOTAL","53.48",""
"2011","DEC04","THS","EMP","TOTAL","98.49",""
"2011","DEC05","THS","EMP","TOTAL","82.56",""
"2011","DEC06","THS","EMP","TOTAL","36.07",""
"2011","DED","THS","EMP","TOTAL","1,974.72",""
"2011","DED2","THS","EMP","TOTAL","772.08",""
"2011","DED21","THS","EMP","TOTAL","307.05",""
"2011","DED2C","THS","EMP","TOTAL","142.73",""
"2011","DED2D","THS","EMP","TOTAL","113.49",""
"2011","DED2E","THS","EMP","TOTAL","109.29",""
"2011","DED2F","THS","EMP","TOTAL","99.51",""
"2011","DED4","THS","EMP","TOTAL","707.56",""
"2011","DED41","THS","EMP","TOTAL","146.13",""
"2011","DED42","THS","EMP","TOTAL","151.21",""
"2011","DED43","THS","EMP","TOTAL","143.89",""
"2011","DED44","THS","EMP","TOTAL","106.14",""
"2011","DED45","THS","EMP","TOTAL","160.19",""
"2011","DED5","THS","EMP","TOTAL","495.08",""
"2011","DED51","THS","EMP","TOTAL","303.77",""
"2011","DED52","THS","EMP","TOTAL","98.74",""
"2011","DED53","THS","EMP","TOTAL","92.56",""
"2011","DEE","THS","EMP","TOTAL","1,022.01",""
"2011","DEE0","THS","EMP","TOTAL","1,022.01",""
"2011","DEE01","THS","EMP","TOTAL","45.06",""
"2011","DEE02","THS","EMP","TOTAL","125.37",""
"2011","DEE03","THS","EMP","TOTAL","137.58",""
"2011","DEE04","THS","EMP","TOTAL","37.85",""
"2011","DEE05","THS","EMP","TOTAL","73.63",""
"2011","DEE06","THS","EMP","TOTAL","38.78",""
"2011","DEE07","THS","EMP","TOTAL","72.22",""
"2011","DEE08","THS","EMP","TOTAL","73.05",""
"2011","DEE09","THS","EMP","TOTAL","93.37",""
"2011","DEE0A","THS","EMP","TOTAL","54.13",""
"2011","DEE0B","THS","EMP","TOTAL","85.1",""
"2011","DEE0C","THS","EMP","TOTAL","83.55",""
"2011","DEE0D","THS","EMP","TOTAL","49.38",""
"2011","DEE0E","THS","EMP","TOTAL","52.96",""
"2011","DEF","THS","EMP","TOTAL","1,320.53",""
"2011","DEF0","THS","EMP","TOTAL","1,320.53",""
"2011","DEF01","THS","EMP","TOTAL","55.75",""
"2011","DEF02","THS","EMP","TOTAL","160.44",""
"2011","DEF03","THS","EMP","TOTAL","124.63",""
"2011","DEF04","THS","EMP","TOTAL","47.9",""
"2011","DEF05","THS","EMP","TOTAL","56.78",""
"2011","DEF06","THS","EMP","TOTAL","66.51",""
"2011","DEF07","THS","EMP","TOTAL","86.82",""
"2011","DEF08","THS","EMP","TOTAL","84.63",""
"2011","DEF09","THS","EMP","TOTAL","124.22",""
"2011","DEF0A","THS","EMP","TOTAL","42.82",""
"2011","DEF0B","THS","EMP","TOTAL","112.77",""
"2011","DEF0C","THS","EMP","TOTAL","79.3",""
"2011","DEF0D","THS","EMP","TOTAL","116.11",""
"2011","DEF0E","THS","EMP","TOTAL","55.56",""
"2011","DEF0F","THS","EMP","TOTAL","106.3",""
"2011","DEG","THS","EMP","TOTAL","1,049.27",""
"2011","DEG0","THS","EMP","TOTAL","1,049.27",""
"2011","DEG01","THS","EMP","TOTAL","141.89",""
"2011","DEG02","THS","EMP","TOTAL","53.42",""
"2011","DEG03","THS","EMP","TOTAL","66.06",""
"2011","DEG04","THS","EMP","TOTAL","23.02",""
"2011","DEG05","THS","EMP","TOTAL","34.66",""
"2011","DEG06","THS","EMP","TOTAL","45.04",""
"2011","DEG07","THS","EMP","TOTAL","38.25",""
"2011","DEG09","THS","EMP","TOTAL","45.98",""
"2011","DEG0A","THS","EMP","TOTAL","30.06",""
"2011","DEG0B","THS","EMP","TOTAL","59.69",""
"2011","DEG0C","THS","EMP","TOTAL","62.57",""
"2011","DEG0D","THS","EMP","TOTAL","28.11",""
"2011","DEG0E","THS","EMP","TOTAL","26.35",""
"2011","DEG0F","THS","EMP","TOTAL","49.51",""
"2011","DEG0G","THS","EMP","TOTAL","33",""
"2011","DEG0H","THS","EMP","TOTAL","28.07",""
"2011","DEG0I","THS","EMP","TOTAL","49.73",""
"2011","DEG0J","THS","EMP","TOTAL","35.43",""
"2011","DEG0K","THS","EMP","TOTAL","40.56",""
"2011","DEG0L","THS","EMP","TOTAL","39.61",""
"2011","DEG0M","THS","EMP","TOTAL","37.86",""
"2011","DEG0N","THS","EMP","TOTAL","28.37",""
"2011","DEG0P","THS","EMP","TOTAL","52.03",""
"2011","EE","THS","EMP","TOTAL","584",""
"2011","EE0","THS","EMP","TOTAL","584",""
"2011","EE00","THS","EMP","TOTAL","584",""
"2011","EE001","THS","EMP","TOTAL","289.1",""
"2011","EE004","THS","EMP","TOTAL","57.5",""
"2011","EE006","THS","EMP","TOTAL","48",""
"2011","EE007","THS","EMP","TOTAL","58.6",""
"2011","EE008","THS","EMP","TOTAL","130.8",""
"2011","IE","THS","EMP","TOTAL","1,841.89",""
"2011","IE0","THS","EMP","TOTAL","1,841.89",""
"2011","IE04","THS","EMP","TOTAL","303.66",""
"2011","IE041","THS","EMP","TOTAL","133.06",""
"2011","IE042","THS","EMP","TOTAL","170.6",""
"2011","IE05","THS","EMP","TOTAL","599.6",""
"2011","IE051","THS","EMP","TOTAL","179.23",""
"2011","IE052","THS","EMP","TOTAL","149.22",""
"2011","IE053","THS","EMP","TOTAL","271.15",""
"2011","IE06","THS","EMP","TOTAL","938.63",""
"2011","IE061","THS","EMP","TOTAL","629.05",""
"2011","IE062","THS","EMP","TOTAL","213.71",""
"2011","IE063","THS","EMP","TOTAL","95.87",""
"2011","EL","THS","EMP","TOTAL","4,505.14",""
"2011","EL3","THS","EMP","TOTAL","1,725.03",""
"2011","EL30","THS","EMP","TOTAL","1,725.03",""
"2011","EL301","THS","EMP","TOTAL","281.72",""
"2011","EL302","THS","EMP","TOTAL","131.29",""
"2011","EL303","THS","EMP","TOTAL","614.06",""
"2011","EL304","THS","EMP","TOTAL","190.25",""
"2011","EL305","THS","EMP","TOTAL","211.34",""
"2011","EL306","THS","EMP","TOTAL","88.95",""
"2011","EL307","THS","EMP","TOTAL","207.42",""
"2011","EL4","THS","EMP","TOTAL","486.45",""
"2011","EL41","THS","EMP","TOTAL","73.98",""
"2011","EL411","THS","EMP","TOTAL","39.33",""
"2011","EL412","THS","EMP","TOTAL","16.29",""
"2011","EL413","THS","EMP","TOTAL","18.37",""
"2011","EL42","THS","EMP","TOTAL","140.07",""
"2011","EL421","THS","EMP","TOTAL","88.37",""
"2011","EL422","THS","EMP","TOTAL","51.69",""
"2011","EL43","THS","EMP","TOTAL","272.4",""
"2011","EL431","THS","EMP","TOTAL","137.98",""
"2011","EL432","THS","EMP","TOTAL","33.37",""
"2011","EL433","THS","EMP","TOTAL","35.45",""
"2011","EL434","THS","EMP","TOTAL","65.61",""
"2011","EL5","THS","EMP","TOTAL","1,189.98",""
"2011","EL51","THS","EMP","TOTAL","229.26",""
"2011","EL511","THS","EMP","TOTAL","51.36",""
"2011","EL512","THS","EMP","TOTAL","45.28",""
"2011","EL513","THS","EMP","TOTAL","52.63",""
"2011","EL514","THS","EMP","TOTAL","27.04",""
"2011","EL515","THS","EMP","TOTAL","52.94",""
"2011","EL52","THS","EMP","TOTAL","727.81",""
"2011","EL521","THS","EMP","TOTAL","53.61",""
"2011","EL522","THS","EMP","TOTAL","457.01",""
"2011","EL523","THS","EMP","TOTAL","28.75",""
"2011","EL524","THS","EMP","TOTAL","59.28",""
"2011","EL525","THS","EMP","TOTAL","48.13",""
"2011","EL526","THS","EMP","TOTAL","51.38",""
"2011","EL527","THS","EMP","TOTAL","29.66",""
"2011","EL53","THS","EMP","TOTAL","100.67",""
"2011","EL531","THS","EMP","TOTAL","62.26",""
"2011","EL532","THS","EMP","TOTAL","21.66",""
"2011","EL533","THS","EMP","TOTAL","16.74",""
"2011","EL54","THS","EMP","TOTAL","132.24",""
"2011","EL541","THS","EMP","TOTAL","53.47",""
"2011","EL542","THS","EMP","TOTAL","15.85",""
"2011","EL543","THS","EMP","TOTAL","62.93",""
"2011","EL6","THS","EMP","TOTAL","1,103.68",""
"2011","EL61","THS","EMP","TOTAL","296.75",""
"2011","EL611","THS","EMP","TOTAL","101.5",""
"2011","EL612","THS","EMP","TOTAL","125.23",""
"2011","EL613","THS","EMP","TOTAL","70.02",""
"2011","EL62","THS","EMP","TOTAL","88.83",""
"2011","EL621","THS","EMP","TOTAL","27.2",""
"2011","EL622","THS","EMP","TOTAL","43.45",""
"2011","EL623","THS","EMP","TOTAL","10.96",""
"2011","EL624","THS","EMP","TOTAL","7.21",""
"2011","EL63","THS","EMP","TOTAL","267.95",""
"2011","EL631","THS","EMP","TOTAL","77.56",""
"2011","EL632","THS","EMP","TOTAL","123.95",""
"2011","EL633","THS","EMP","TOTAL","66.45",""
"2011","EL64","THS","EMP","TOTAL","218.43",""
"2011","EL641","THS","EMP","TOTAL","54.41",""
"2011","EL642","THS","EMP","TOTAL","68.43",""
"2011","EL643","THS","EMP","TOTAL","8.78",""
"2011","EL644","THS","EMP","TOTAL","72.35",""
"2011","EL645","THS","EMP","TOTAL","14.46",""
"2011","EL65","THS","EMP","TOTAL","231.72",""
"2011","EL651","THS","EMP","TOTAL","75.8",""
"2011","EL652","THS","EMP","TOTAL","54.13",""
"2011","EL653","THS","EMP","TOTAL","101.79",""
"2011","ES","THS","EMP","TOTAL","19,010.8",""
"2011","ES1","THS","EMP","TOTAL","1,711.8",""
"2011","ES11","THS","EMP","TOTAL","1,082.3",""
"2011","ES111","THS","EMP","TOTAL","463.1",""
"2011","ES112","THS","EMP","TOTAL","139.4",""
"2011","ES113","THS","EMP","TOTAL","116.6",""
"2011","ES114","THS","EMP","TOTAL","363.2",""
"2011","ES12","THS","EMP","TOTAL","402.8",""
"2011","ES120","THS","EMP","TOTAL","402.8",""
"2011","ES13","THS","EMP","TOTAL","226.7",""
"2011","ES130","THS","EMP","TOTAL","226.7",""
"2011","ES2","THS","EMP","TOTAL","2,026.5",""
"2011","ES21","THS","EMP","TOTAL","1,012.7",""
"2011","ES211","THS","EMP","TOTAL","163.9",""
"2011","ES212","THS","EMP","TOTAL","334.3",""
"2011","ES213","THS","EMP","TOTAL","514.5",""
"2011","ES22","THS","EMP","TOTAL","294.7",""
"2011","ES220","THS","EMP","TOTAL","294.7",""
"2011","ES23","THS","EMP","TOTAL","135.5",""
"2011","ES230","THS","EMP","TOTAL","135.5",""
"2011","ES24","THS","EMP","TOTAL","583.6",""
"2011","ES241","THS","EMP","TOTAL","99.1",""
"2011","ES242","THS","EMP","TOTAL","58.8",""
"2011","ES243","THS","EMP","TOTAL","425.7",""
"2011","ES3","THS","EMP","TOTAL","3,202.3",""
"2011","ES30","THS","EMP","TOTAL","3,202.3",""
"2011","ES300","THS","EMP","TOTAL","3,202.3",""
"2011","ES4","THS","EMP","TOTAL","2,082.4",""
"2011","ES41","THS","EMP","TOTAL","996.5",""
"2011","ES411","THS","EMP","TOTAL","57.8",""
"2011","ES412","THS","EMP","TOTAL","160.8",""
"2011","ES413","THS","EMP","TOTAL","176.9",""
"2011","ES414","THS","EMP","TOTAL","70.7",""
"2011","ES415","THS","EMP","TOTAL","128.3",""
"2011","ES416","THS","EMP","TOTAL","65.8",""
"2011","ES417","THS","EMP","TOTAL","41",""
"2011","ES418","THS","EMP","TOTAL","227",""
"2011","ES419","THS","EMP","TOTAL","68.2",""
"2011","ES42","THS","EMP","TOTAL","725.2",""
"2011","ES421","THS","EMP","TOTAL","141",""
"2011","ES422","THS","EMP","TOTAL","186.7",""
"2011","ES423","THS","EMP","TOTAL","80.8",""
"2011","ES424","THS","EMP","TOTAL","84.7",""
"2011","ES425","THS","EMP","TOTAL","232",""
"2011","ES43","THS","EMP","TOTAL","360.7",""
"2011","ES431","THS","EMP","TOTAL","227.6",""
"2011","ES432","THS","EMP","TOTAL","133.1",""
"2011","ES5","THS","EMP","TOTAL","5,723.8",""
"2011","ES51","THS","EMP","TOTAL","3,397.1",""
"2011","ES511","THS","EMP","TOTAL","2,515.4",""
"2011","ES512","THS","EMP","TOTAL","333.5",""
"2011","ES513","THS","EMP","TOTAL","204.1",""
"2011","ES514","THS","EMP","TOTAL","344.1",""
"2011","ES52","THS","EMP","TOTAL","1,848.5",""
"2011","ES521","THS","EMP","TOTAL","616.3",""
"2011","ES522","THS","EMP","TOTAL","235.9",""
"2011","ES523","THS","EMP","TOTAL","996.3",""
"2011","ES53","THS","EMP","TOTAL","478.2",""
"2011","ES531","THS","EMP","TOTAL","56.8",""
"2011","ES532","THS","EMP","TOTAL","387.6",""
"2011","ES533","THS","EMP","TOTAL","33.8",""
"2011","ES6","THS","EMP","TOTAL","3,485.9",""
"2011","ES61","THS","EMP","TOTAL","2,854.3",""
"2011","ES611","THS","EMP","TOTAL","259.9",""
"2011","ES612","THS","EMP","TOTAL","396.2",""
"2011","ES613","THS","EMP","TOTAL","268.5",""
"2011","ES614","THS","EMP","TOTAL","303.1",""
"2011","ES615","THS","EMP","TOTAL","171.2",""
"2011","ES616","THS","EMP","TOTAL","218.1",""
"2011","ES617","THS","EMP","TOTAL","557.4",""
"2011","ES618","THS","EMP","TOTAL","679.9",""
"2011","ES62","THS","EMP","TOTAL","574.7",""
"2011","ES620","THS","EMP","TOTAL","574.7",""
"2011","ES63","THS","EMP","TOTAL","29.5",""
"2011","ES630","THS","EMP","TOTAL","29.5",""
"2011","ES64","THS","EMP","TOTAL","27.4",""
"2011","ES640","THS","EMP","TOTAL","27.4",""
"2011","ES7","THS","EMP","TOTAL","766",""
"2011","ES70","THS","EMP","TOTAL","766",""
"2011","ES703","THS","EMP","TOTAL","3.8",""
"2011","ES704","THS","EMP","TOTAL","40.4",""
"2011","ES705","THS","EMP","TOTAL","303.5",""
"2011","ES706","THS","EMP","TOTAL","7.7",""
"2011","ES707","THS","EMP","TOTAL","30.1",""
"2011","ES708","THS","EMP","TOTAL","55.6",""
"2011","ES709","THS","EMP","TOTAL","324.9",""
"2011","ESZ","THS","EMP","TOTAL","12.1",""
"2011","ESZZ","THS","EMP","TOTAL","12.1",""
"2011","ESZZZ","THS","EMP","TOTAL","12.1",""
"2011","FR","THS","EMP","TOTAL",":",""
"2011","FR1","THS","EMP","TOTAL",":",""
"2011","FR10","THS","EMP","TOTAL",":",""
"2011","FR101","THS","EMP","TOTAL",":",""
"2011","FR102","THS","EMP","TOTAL",":",""
"2011","FR103","THS","EMP","TOTAL",":",""
"2011","FR104","THS","EMP","TOTAL",":",""
"2011","FR105","THS","EMP","TOTAL",":",""
